Page Number,Lesson Number,Ex/Voc,Sing. / Perf.,Dual / Imperf.,Plural / Verbal N.,English Translations,Verb Form,Part of Speech,Exercise Number,Arabic Text,Quran Chapter/Surah,Quran Verse/Ayah,Warning
21,2,Exercise,,,,,,,17,اَللهُ تَوَّابٌ Allāhu tawwābun,49,12,
21,2,Exercise,,,,,,,18,عِبَادٌ مُكْرَمُونَ ‘ibādun mukramūna,21,26,
21,2,Exercise,,,,,,,19,رَجُلٌ مُؤْمِنٌ rajulun mu’minun,40,28,
21,2,Exercise,,,,,,,20,أَيَّامٌ أُخَرُ ayyāmun ukharu,2,184,
21,2,Exercise,,,,,,,21,اَلسَّمَاءُ وَالْأَرْضُ al-samā’u wa-l-arḍu,44,29,
21,2,Exercise,,,,,,,22,اَلْمُسْلِمُونَ وَالْمُسْلِمَاتُ al-muslimūna wa-l-muslimātu,33,35,
28,3,Exercise,,,,,,,1,أَنْتُمْ مُسْلِمُونَ antum muslimūna,2,132,
28,3,Exercise,,,,,,,2,هُمْ مُسْلِمُونَ hum muslimūna,27,81,
28,3,Exercise,,,,,,,3,نَحْنُ فِتْنَةٌ naḥnu fitnatun,2,102,
28,3,Exercise,,,,,,,4,أَنَا نَذِيرٌ ana nadhīrun,29,50,
28,3,Exercise,,,,,,,5,جَنَّةٌ عَالِيَةٌ jannatun ‘āliyatun,69,22,
28,3,Exercise,,,,,,,6,أَنْتَ التَّوَّابُ anta l-tawwābu,2,128,
28,3,Exercise,,,,,,,7,أَنْتُمْ ظَالِمُونَ antum ẓālimūna,2,92,
28,3,Exercise,,,,,,,8,أَنْتُمُ الْفُقَرَاءُ antumu l-fuqarā’u,35,15,
28,3,Exercise,,,,,,,9,هِيَ ظَالِمَةٌ hiya ẓālimatun,11,102,
28,3,Exercise,,,,,,,10,هُوَ مُؤْمِنٌ huwa mu’minun,16,97,
28,3,Exercise,,,,,,,11,هُوَ اللَّطِيفُ huwa l-laṭīfu,67,14,
28,3,Exercise,,,,,,,12,أَنْتُمْ مُؤْمِنُونَ antum mu’minūna,60,11,
28,3,Exercise,,,,,,,13,أَنَا اللهُ الْعَزِيزُ ana llāhu l-‘azīzu,27,9,
28,3,Exercise,,,,,,,14,هِيَ بَيْضَاءُ hiya bayḍā’u,7,108,
28,3,Exercise,,,,,,,15,هُوَ شَدِيدٌ huwa shadīdun,13,13,
28,3,Exercise,,,,,,,16,أَنْتَ الْعَزِيزُ anta l-‘azīzu,5,118,
29,3,Exercise,,,,,,,17,هِيَ فِتْنَةٌ hiya fitnatun,39,49,
29,3,Exercise,,,,,,,18,أَنْتَ نَذِيرٌ anta nadhīrun,11,12,
29,3,Exercise,,,,,,,19,أَنْتُمْ جَاهِلُونَ antum jāhilūna,12,89,
29,3,Exercise,,,,,,,20,أَنَا التَّوَّابُ ana l-tawwābu,2,160,
33,4,Exercise,,,,,,,1,فِي الصَّدَقَاتِ fī l-ṣadaqāti,9,58,
33,4,Exercise,,,,,,,2,فِي ضَلَالٍ مُبِينٍ fī ḍalālin mubīnin,6,74,
33,4,Exercise,,,,,,,3,عَلَى النَّارِ ‘alā l-nāri,51,13,
33,4,Exercise,,,,,,,4,بَيْنَ السَّمَاءِ وَالْأَرْضِ bayna l-samā’i wa-l-arḍi,2,164,
33,4,Exercise,,,,,,,5,بَيْنَ الْمُؤْمِنِينَ bayna l-mu’minīna,9,107,
33,4,Exercise,,,,,,,6,بَيْنَ الْقَوْمِ bayna l-qawmi,5,25,
33,4,Exercise,,,,,,,7,مَعَ الْقَوْمِ الظَّالِمِينَ ma‘a l-qawmi l-ẓālimīna,6,68,
33,4,Exercise,,,,,,,8,مَعَ الْمُؤْمِنِينَ ma‘a l-mu’minīna,4,146,
33,4,Exercise,,,,,,,9,مَعَ الرَّسُولِ ma‘a l-rasūli,25,27,
33,4,Exercise,,,,,,,10,عَلَىٰ هُدًى ‘alā hudan,22,67,
33,4,Exercise,,,,,,,11,عَلَى الرَّسُولِ ‘alā l-rasūli,29,18,
33,4,Exercise,,,,,,,12,عَلَى الْكَافِرِينَ ‘alā l-kāfirīna,16,27,
33,4,Exercise,,,,,,,13,مِنْ سَبِيلٍ min sabīlin,42,46,
33,4,Exercise,,,,,,,14,إِلَىٰ بَلَدٍ ilā baladin,35,9,
34,4,Exercise,,,,,,,15,إِلَىٰ عَذَابٍ عَظِيمٍ ilā ‘adhābin ‘aẓīmin,9,101,
34,4,Exercise,,,,,,,16,مِنَ الرُّسُلِ mina l-rusuli,5,19,
34,4,Exercise,,,,,,,17,مِنْ أَيَّامٍ أُخَرَ min ayyāmin ukhara,2,185,
34,4,Exercise,,,,,,,18,مِنْ إِلٰهٍ min ilāhin,28,72,
34,4,Exercise,,,,,,,19,بِاللهِ bi-llāhi,2,67,
34,4,Exercise,,,,,,,20,بِالْآخِرَةِ bi-l-ākhirati,2,4,
34,4,Exercise,,,,,,,21,بِوَادٍ bi-wādin,14,37,
34,4,Exercise,,,,,,,22,بُشْرَىٰ لِلْمُسْلِمِينَ bushrā li-l-muslimīna,16,89,
34,4,Exercise,,,,,,,23,لِلْقَوْمِ الظَّالِمِينَ li-l-qawmi l-ẓālimīna,11,44,
34,4,Exercise,,,,,,,24,لِلْمُؤْمِنَاتِ li-l-mu’mināti,24,31,
34,4,Exercise,,,,,,,25,لِلهِ الْآخِرَةُ وَالْأُولَىٰ li-llāhi l-ākhiratu wa-l-ūlā,53,25,
37,5,Exercise,,,,,,,1,عَذَابِي شَدِيدٌ ‘adhāb-ī shadīdun,14,7,
37,5,Exercise,,,,,,,2,رَبِّي رَحِيمٌ rabb-ī raḥīmun,11,90,
37,5,Exercise,,,,,,,3,رَبِّي قَرِيبٌ rabb-ī qarībun,11,61,
37,5,Exercise,,,,,,,4,وَلِيِّيَ اللهُ waliyy-ī Allāhu,7,196,
38,5,Exercise,,,,,,,5,اَللهُ رَبِّي Allāhu Rabb-ī,3,51,
38,5,Exercise,,,,,,,6,اِبْنِي مِنْ أَهْلِي ibn-ī min ahl-ī,11,45,
38,5,Exercise,,,,,,,7,عَذَابِي هُوَ الْعَذَابُ الْأَلِيمُ ‘adhāb-ī huwa l-‘adhābu l-alīmu,15,50,
38,5,Exercise,,,,,,,8,مَعِيَ رَبِّي ma‘-ī Rabb-ī,26,62,
38,5,Exercise,,,,,,,9,بَيْنِي وَبَيْنَ إِخْوَتِي bayn-ī wa-bayna ikhwat-ī,12,100,
38,5,Exercise,,,,,,,10,حَسْبِيَ اللهُ ḥasb-ī llāhu,39,38,
38,5,Exercise,,,,,,,11,اَللهُ هُوَ الْهُدَىٰ Allāhu huwa l-hudā,2,120,
38,5,Exercise,,,,,,,12,اَللهُ هُوَ الْحَقُّ Allāhu huwa l-ḥaqqu,22,6,
38,5,Exercise,,,,,,,13,رَبِّي لَطِيفٌ Rabb-ī laṭīfun,12,100,
38,5,Exercise,,,,,,,14,هُوَ اللهُ رَبِّي huwa llāhu Rabb-ī,18,38,
38,5,Exercise,,,,,,,15,هِيَ عَصَايَ hiya ‘aṣā-ya,20,18,
38,5,Exercise,,,,,,,16,اَللهُ هُوَ السَّمِيعُ Allāhu huwa l-samī‘u,40,20,
38,5,Exercise,,,,,,,17,اَللهُ هُوَ رَبِّي Allāhu huwa Rabb-ī,43,64,
38,5,Exercise,,,,,,,18,أَنَا رُسُلُ-ī ana wa-rusul-ī,58,21,
38,5,Exercise,,,,,,,19,هُوَ مِنْ كِتَابِي huwa mina l-kitābī,3,78,
38,5,Exercise,,,,,,,20,هُوَ فِي ضَلَالٍ مُبِينٍ huwa fī ḍalālin mubīnin,67,29,
38,5,Exercise,,,,,,,21,عَذَابِي شَدِيدٌ ‘adhāb-ī shadīdun,14,7,
38,5,Exercise,,,,,,,22,هُوَ خَالِدٌ فِي النَّارِ huwa khālidun fī l-nāri,47,15,
38,5,Exercise,,,,,,,23,هُوَ الْأَوَّلُ وَالْآخِرُ huwa l-awwalu wa-l-ākhiru,57,3,
38,5,Exercise,,,,,,,24,أَنَا مِنَ الْمُسْلِمِينَ ana mina l-muslimīna,10,90,
38,5,Exercise,,,,,,,25,أَجْرِيَ عَلَى اللهِ ajr-ī ‘alā llāhi,11,29,
42,6,Exercise,,,,,,,1,ذٰلِكَ هُوَ الْفَضْلُ الْكَبِيرُ,42,22,
42,6,Exercise,,,,,,,2,هٰذَا حَلَالٌ وَهٰذَا حَرَامٌ,16,116,
42,6,Exercise,,,,,,,3,هٰذَا نَذِيرٌ مِنَ النُّذُرِ الْأُولَىٰ,53,56,
42,6,Exercise,,,,,,,4,هٰذَا لِسَانٌ عَرَبِيٌّ,16,103,
42,6,Exercise,,,,,,,5,هٰذَا رَحْمَةٌ مِنْ رَبِّي,18,98,
42,6,Exercise,,,,,,,6,ذٰلِكَ الْفَضْلُ مِنَ اللهِ,4,70,
42,6,Exercise,,,,,,,7,هٰذَا صِرَاطٌ مُسْتَقِيمٌ,3,51,
42,6,Exercise,,,,,,,8,هٰذِهِ الْآخِرَةُ,29,64,
42,6,Exercise,,,,,,,9,تِلْكَ الدَّارُ الْآخِرَةُ,28,83,
42,6,Exercise,,,,,,,10,هٰذَا شَيْءٌ عَجِيبٌ,50,2,
42,6,Exercise,,,,,,,11,أُولٰئِكَ عَلَىٰ هُدًى,2,5,
42,6,Exercise,,,,,,,12,ذٰلِكَ هُوَ الضَّلَالُ الْبَعِيدُ,14,18,
42,6,Exercise,,,,,,,13,هٰذِهِ سَبِيلِي,12,108,
42,6,Exercise,,,,,,,14,ذٰلِكَ يَوْمٌ عَسِيرٌ,74,9,
43,6,Exercise,,,,,,,15,أُولَٰئِكَ هُمُ الْمُؤْمِنُونَ,8,74,
43,6,Exercise,,,,,,,16,هَٰذَا رَبِّي,6,76,
43,6,Exercise,,,,,,,17,هَٰذَا سِحْرٌ مُبِينٌ,61,6,
43,6,Exercise,,,,,,,18,ذَٰلِكَ عَلَى اللَّهِ يَسِيرٌ,22,70,
43,6,Exercise,,,,,,,19,أُولَٰئِكَ مِنَ الصَّالِحِينَ,3,114,
43,6,Exercise,,,,,,,20,هَٰؤُلَاءِ قَوْمٌ مُجْرِمُونَ,44,22,
43,6,Exercise,,,,,,,21,أُولَٰئِكَ فِي جَنَّاتٍ مُكْرَمُونَ,70,35,
43,6,Exercise,,,,,,,22,هَٰؤُلَاءِ قَلِيلُونَ,26,54,
43,6,Exercise,,,,,,,23,ذَٰلِكَ فِي كِتَابٍ,22,70,
43,6,Exercise,,,,,,,24,هَٰذَا صِرَاطِي,6,153,
43,6,Exercise,,,,,,,25,تِلْكَ آيَاتُ اللَّهِ,3,108,
43,6,Exercise,,,,,,,26,رَبِّي عَلَىٰ صِرَاطٍ مُسْتَقِيمٍ,11,56,
43,6,Exercise,,,,,,,27,لِلْكَافِرِينَ عَذَابٌ مُهِينٌ,2,90,
48,7,Exercise,,,,,,,1,فِي سَبِيلِ اللَّهِ,2,154,
48,7,Exercise,,,,,,,2,بَنَاتُ الْأَخِ,4,23,
48,7,Exercise,,,,,,,3,قَلِيلٌ مِنَ الْآخِرِينَ,56,14,
48,7,Exercise,,,,,,,4,سَبِيلُ الْمُجْرِمِينَ,6,55,
48,7,Exercise,,,,,,,5,الْفَضْلَ بِيَدِ اللَّهِ,3,73,
48,7,Exercise,,,,,,,6,أَيْدِي النَّاسِ,30,41,
48,7,Exercise,,,,,,,7,آيَاتُ الرَّحْمَٰنِ,19,58,
48,7,Exercise,,,,,,,8,أَرْضُ اللَّهِ وَاسِعَةٌ,4,97,
48,7,Exercise,,,,,,,9,هَٰذِهِ نَاقَةُ اللَّهِ,7,73,
48,7,Exercise,,,,,,,10,قَبْلَ يَوْمِ الْحِسَابِ,38,16,
48,7,Exercise,,,,,,,11,أُولَٰئِكَ حِزْبُ الشَّيْطَانِ,58,19,
48,7,Exercise,,,,,,,12,اللَّهَ ذُو الْفَضْلِ الْعَظِيمِ,57,29,
48,7,Exercise,,,,,,,13,كَثِيرٌ مِنَ النَّاسِ,22,18,
49,7,Exercise,,,,,,,14,أُولَٰئِكَ أَصْحَابُ النَّارِ,2,81,
49,7,Exercise,,,,,,,15,اللَّهَ عَدُوٌّ لِلْكَافِرِينَ,2,98,
49,7,Exercise,,,,,,,16,آثَارِ رَحْمَةِ اللَّهِ,30,50,
49,7,Exercise,,,,,,,17,أَنَا أَوَّلُ الْمُؤْمِنِينَ,7,143,
49,7,Exercise,,,,,,,18,رَبِّ السَّمَاوَاتِ وَالْأَرْضِ,44,7,
49,7,Exercise,,,,,,,19,طَائِفَةٌ مِنْ أَهْلِ الْكِتَابِ,3,69,
49,7,Exercise,,,,,,,20,طَائِفَةٌ مِنْ بَنِي إِسْرَائِيلَ,61,14,
49,7,Exercise,,,,,,,21,اللَّهُ وَلِيُّ الْمُؤْمِنِينَ,3,68,
49,7,Exercise,,,,,,,22,إِلَى اللَّهِ عَاقِبَةُ الْأُمُورِ,31,22,
49,7,Exercise,,,,,,,23,فِتْنَةٌ فِي الْأَرْضِ وَفَسَادٌ كَبِيرٌ,8,73,
49,7,Exercise,,,,,,,24,عَلَىٰ شَفَا حُفْرَةٍ مِنَ النَّارِ,3,103,
49,7,Exercise,,,,,,,25,الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ,1,2,
55,8,Exercise,,,,,,,1,دَخَلَ الْمَدِينَةَ,28,15,
55,8,Exercise,,,,,,,2,دَخَلُوا قَرْيَةً,27,34,
55,8,Exercise,,,,,,,3,جَعَلَ الشَّمْسَ ضِيَاءً وَالْقَمَرَ نُورًا,10,5,
55,8,Exercise,,,,,,,4,بَعَثَ اللَّهُ رَسُولًا,25,41,
55,8,Exercise,,,,,,,5,حَمَلَتْ حِمْلًا خَفِيفًا,7,189,
55,8,Exercise,,,,,,,6,خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ,7,54,
55,8,Exercise,,,,,,,7,خَلَقَ اللَّهُ ذَٰلِكَ,10,5,
55,8,Exercise,,,,,,,8,خَلَقْنَا الْإِنْسَانَ,90,4,
55,8,Exercise,,,,,,,9,ذَكَرُوا اللَّهَ,3,135,
55,8,Exercise,,,,,,,10,رَجَعْنَا إِلَى الْمَدِينَةِ,63,8,
56,8,Exercise,,,,,,,11,رَجَعْتُمْ,9,94,
56,8,Exercise,,,,,,,12,ضَرَبَ اللَّهُ مَثَلًا,39,20,
56,8,Exercise,,,,,,,13,ضَرَبْتُمْ فِي سَبِيلِ اللَّهِ,4,94,
56,8,Exercise,,,,,,,14,لَبِثُوا فِي الْعَذَابِ الْمُهِينِ,34,14,
56,8,Exercise,,,,,,,15,لَبِثْتُمْ فِي كِتَابِ اللَّهِ إِلَىٰ يَوْمِ الْبَعْثِ,30,56,
56,8,Exercise,,,,,,,16,كَتَبْنَا فِي الزَّبُورِ مِنْ بَعْدِ الذِّكْرِ,21,105,
56,8,Exercise,,,,,,,17,وَجَدَ قَوْمًا,18,93,
56,8,Exercise,,,,,,,18,وَجَدْتُ امْرَأَةً,27,23,
56,8,Exercise,,,,,,,19,وَجَدُوا اللَّهَ تَوَّابًا,4,64,
56,8,Exercise,,,,,,,20,وَعَدَ اللَّهُ الْمُؤْمِنِينَ وَالْمُؤْمِنَاتِ جَنَّاتٍ,9,72,
56,8,Exercise,,,,,,,21,بَلَغَ مَطْلِعَ الشَّمْسِ,18,90,
56,8,Exercise,,,,,,,22,ظَهَرَ أَمْرُ اللَّهِ,9,48,
56,8,Exercise,,,,,,,23,ظَهَرَ الْفَسَادُ فِي الْبَرِّ وَالْبَحْرِ,30,41,
56,8,Exercise,,,,,,,24,بَعَثْنَا فِي كُلِّ أُمَّةٍ رَسُولًا,16,36,
61,9,Exercise,,,,,,,1,مِنَ اللَّهِ وَرَسُولِهِ,2,279,
61,9,Exercise,,,,,,,2,مِنْ أُمَّهَاتِهِمْ,58,2,
61,9,Exercise,,,,,,,3,فَعَلْتَ فَعْلَتَكَ,26,19,
61,9,Exercise,,,,,,,4,جَعَلَ خِلَالَهَا أَنْهَارًا,27,61,
61,9,Exercise,,,,,,,5,خَرَجُوا مِنْ دِيَارِهِمْ,2,243,
61,9,Exercise,,,,,,,6,خَرَجْنَا مَعَكُمْ,9,42,
61,9,Exercise,,,,,,,7,الْأَمْرَ بَيْنِي وَبَيْنَكُمْ,6,58,
61,9,Exercise,,,,,,,8,عَلَيْكَ لَعْنَتِي,38,78,
61,9,Exercise,,,,,,,9,جَعَلْنَا ابْنَ مَرْيَمَ وَأُمَّهُ آيَةً,23,50,
61,9,Exercise,,,,,,,10,نَصَرَكُمُ اللَّهُ بِبَدْرٍ,3,123,
61,9,Exercise,,,,,,,11,رَجَعُوا إِلَيْهِمْ,9,122,
61,9,Exercise,,,,,,,12,الْأَمْرَ إِلَيْكِ,27,33,
61,9,Exercise,,,,,,,13,كَذَبُوا عَلَىٰ أَنْفُسِهِمْ,6,24,
61,9,Exercise,,,,,,,14,تَبِعَ هُدَايَ,2,38,
61,9,Exercise,,,,,,,15,سَأَلْتُمُوهُنَّ,33,53,
61,9,Exercise,,,,,,,16,بِإِذْنِ رَبِّهِ,7,58,
61,9,Exercise,,,,,,,17,نِعْمَتِي عَلَيْكُمْ,2,150,
62,9,Exercise,,,,,,,18,دَخَلْتُمُوهُ,5,23,
62,9,Exercise,,,,,,,19,بِإِذْنِ أَهْلِهِنَّ,4,25,
62,9,Exercise,,,,,,,20,سَأَلَهَا قَوْمٌ مِنْ قَبْلِكُمْ,5,102,
62,9,Exercise,,,,,,,21,سَأَلَكَ عِبَادِي عَنِّي,2,186,
62,9,Exercise,,,,,,,22,تَبِعَكَ,7,18,
62,9,Exercise,,,,,,,23,تَبِعَنِي,14,36,
62,9,Exercise,,,,,,,24,رَفَعَهُ اللَّهُ إِلَيْهِ,4,158,
62,9,Exercise,,,,,,,25,سَلَامٌ عَلَيْكُمْ ۖ كَتَبَ رَبُّكُمْ عَلَىٰ,6,54,
62,9,Exercise,,,,,,,26,دَخَلَ جَنَّتَهُ,18,35,
62,9,Exercise,,,,,,,27,أَخَذَهُمُ اللَّهُ بِذُنُوبِهِمْ,3,11,
68,10,Exercise,,,,,,,1,مَا ظَلَمَهُمُ اللَّهُ,3,117,
68,10,Exercise,,,,,,,2,مَا جَعَلَ اللَّهُ لَكُمْ عَلَيْهِمْ سَبِيلًا,4,90,
68,10,Exercise,,,,,,,3,مَا ذَٰلِكَ عَلَى اللَّهِ بِعَزِيزٍ,14,20,
68,10,Exercise,,,,,,,4,مَا هُمْ مِنْ شَهِيدٍ,41,47,
68,10,Exercise,,,,,,,5,وَمَا لَهُمْ مِنْ نَاصِرِينَ,3,56,
68,10,Exercise,,,,,,,6,مَا فَعَلُوهُ,4,66,
68,10,Exercise,,,,,,,7,مَا لَبِثُوا فِي الْعَذَابِ الْمُهِينِ,34,14,
68,10,Exercise,,,,,,,8,مَا سَأَلْتُكُمْ مِنْ أَجْرٍ,34,47,
68,10,Exercise,,,,,,,9,مَا عَلَيْهِمْ مِنْ سَبِيلٍ,42,41,
68,10,Exercise,,,,,,,10,مَا أَنَا إِلَّا نَذِيرٌ مُبِينٌ,46,9,
68,10,Exercise,,,,,,,11,مَا لَهُمْ بِهِ مِنْ عِلْمٍ,53,28,
68,10,Exercise,,,,,,,12,مَا كَتَبْنَاهَا عَلَيْهِمْ,57,27,
68,10,Exercise,,,,,,,13,مَا نَحْنُ بِمَيِّتِينَ,37,58,
68,10,Exercise,,,,,,,14,وَجَدْنَا مَا وَعَدَنَا,7,44,
68,10,Exercise,,,,,,,15,مَا فَعَلْنَ فِي أَنْفُسِهِنَّ مِنْ مَعْرُوفٍ,2,240,
68,10,Exercise,,,,,,,16,فِي مَا أَخَذْتُمْ,8,68,
68,10,Exercise,,,,,,,17,هَٰذَا مَا كَنَزْتُمْ لِأَنْفُسِكُمْ,9,35,
68,10,Exercise,,,,,,,18,مَا أَمَرَ اللَّهُ بِهِ,13,21,
68,10,Exercise,,,,,,,19,مَا بَيْنَ أَيْدِينَا وَمَا خَلْفَنَا,19,64,
68,10,Exercise,,,,,,,20,عَلِمْنَا مَا فَرَضْنَا عَلَيْهِمْ,33,50,
69,10,Exercise,,,,,,,21,مَا عَمِلَتْهُ أَيْدِيهِمْ,36,35,
69,10,Exercise,,,,,,,22,لِلَّهِ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ وَمَا فِيهِنَّ,5,120,
69,10,Exercise,,,,,,,23,وَقَعَ الْقَوْلُ عَلَيْهِمْ بِمَا ظَلَمُوا,27,85,
69,10,Exercise,,,,,,,24,وَجَدُوا مَا عَمِلُوا,18,49,
69,10,Exercise,,,,,,,25,مَا فِي الْبَرِّ وَالْبَحْرِ,6,59,
69,10,Exercise,,,,,,,26,نِصْفُ مَا فَرَضْتُمْ,2,237,
69,10,Exercise,,,,,,,27,ظَهَرَ الْفَسَادُ فِي الْبَرِّ وَالْبَحْرِ بِمَا كَسَبَتْ أَيْدِي النَّاسِ,30,41,
73,11,Exercise,,,,,,,1,جَعَلْنَا بَعْضَكُمْ لِبَعْضٍ فِتْنَةً,25,20,
73,11,Exercise,,,,,,,2,بَعْضُكُمْ لِبَعْضٍ عَدُوٌّ,20,123,
73,11,Exercise,,,,,,,3,رَفَعْنَا بَعْضَهُمْ فَوْقَ بَعْضٍ,43,32,
74,11,Exercise,,,,,,,4,بَعْضُ الظَّنِّ إِثْمٌ,49,12,
74,11,Exercise,,,,,,,5,أُولَٰئِكَ بَعْضُهُمْ أَوْلِيَاءُ بَعْضٍ,8,72,
74,11,Exercise,,,,,,,6,تَرَكْنَا بَعْضَهُمْ,18,99,
74,11,Exercise,,,,,,,7,نَظَرَ بَعْضُهُمْ إِلَىٰ بَعْضٍ,9,127,
74,11,Exercise,,,,,,,8,أَلْمُؤْمِنُونَ وَٱلْمُؤْمِنَاتُ بَعْضُهُمْ أَوْلِيَاءُ بَعْضٍ,9,71,
74,11,Exercise,,,,,,,9,أللَّهَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,5,40,
74,11,Exercise,,,,,,,10,أَنْتَ عَلَىٰ كُلِّ شَيْءٍ شَهِيدٌ,5,117,
74,11,Exercise,,,,,,,11,فَتَحْنَا عَلَيْهِمْ أَبْوَابَ كُلِّ شَيْءٍ,6,44,
74,11,Exercise,,,,,,,12,جَعَلْنَا لِكُلِّ نَبِيٍّ عَدُوًّا مِّنَ ٱلْمُجْرِمِينَ,25,31,
74,11,Exercise,,,,,,,13,لِكُلِّ أُمَّةٍ أَجَلٌ,7,34,
74,11,Exercise,,,,,,,14,أَلْمَوْتُ مِنْ كُلِّ مَكَانٍ,14,17,
74,11,Exercise,,,,,,,15,ذَهَبَ كُلٌّ إِلَٰهٍ بِمَا خَلَقَ,23,91,
74,11,Exercise,,,,,,,16,بَعَثْنَا فِي كُلِّ أُمَّةٍ رَّسُولًا,16,36,
74,11,Exercise,,,,,,,17,رَبُّكَ عَلَىٰ كُلِّ شَيْءٍ حَفِيظٌ,34,21,
74,11,Exercise,,,,,,,18,كُلُّ نَفْسٍ بِمَا كَسَبَتْ رَهِينَةٌ,74,38,
74,11,Exercise,,,,,,,19,وَكُلُّ صَغِيرٍ وَكَبِيرٍ مُّسْتَطَرٌ,54,53,
74,11,Exercise,,,,,,,20,لَهُمْ فِيهَا مِن كُلِّ ٱلثَّمَرَاتِ وَمَغْفِرَةٌ,47,15,
74,11,Exercise,,,,,,,21,كُلُّ مَا سَأَلْتُمُوهُ,14,34,
74,11,Exercise,,,,,,,22,لَبِثْنَا يَوْمًا أَوْ بَعْضَ يَوْمٍ,18,19,
74,11,Exercise,,,,,,,23,دَخَلُوهُ أَوَّلَ مَرَّةٍ,17,7,
80,12,Exercise,,,,,,,1,كَانَ لِمَنْ وُلِدَ,4,12,
80,12,Exercise,,,,,,,2,كَانُوا قَوْمًا مُّجْرِمِينَ,7,133,
80,12,Exercise,,,,,,,3,كَانُوا كَهَشِيمِ,54,31,
80,12,Exercise,,,,,,,4,كُنَّا مُسْلِمِينَ,27,42,
80,12,Exercise,,,,,,,5,كُنْتُ فِي غَفْلَةٍ مِّنْ هَٰذَا,50,22,
80,12,Exercise,,,,,,,6,كَانَ أَمْرُ ٱللَّهِ مَفْعُولًا,4,47,
80,12,Exercise,,,,,,,7,كَانَ عَدُوًّا لِّلَّهِ وَمَلَائِكَتِهِۦ وَرُسُلِهِۦ,2,98,
80,12,Exercise,,,,,,,8,كَانَ مَعَهُ,23,91,
80,12,Exercise,,,,,,,9,كَانَ بِعِبَادِهِۦ خَبِيرًا بَصِيرًا,17,96,
80,12,Exercise,,,,,,,10,كَانَ رَبُّكَ بَصِيرًا,25,20,
80,12,Exercise,,,,,,,11,كَانُوا عَلَيْهِ شُهَدَاءَ,5,44,
80,12,Exercise,,,,,,,12,كَانَ ٱلنَّاسُ أُمَّةً,2,213,
80,12,Exercise,,,,,,,13,كُنْتُ أَنْتَ ٱلرَّقِيبَ عَلَيْهِمْ,5,117,
80,12,Exercise,,,,,,,14,مَا كُنَّا سَارِقِينَ,12,73,
80,12,Exercise,,,,,,,15,كُنْتُمْ مُّجْرِمِينَ,34,32,
80,12,Exercise,,,,,,,16,كُنْتُمْ عَلَىٰ شَفَا حُفْرَةٍ مِّنَ ٱلنَّارِ,3,103,
80,12,Exercise,,,,,,,17,كَانَ مِنَ ٱلْقُرُونِ مِن قَبْلِكُمْ,11,116,
80,12,Exercise,,,,,,,18,كَانُوا قَوْمَ سَوْءٍ,21,74,
80,12,Exercise,,,,,,,19,كَانَ ذَٰلِكَ عَلَى ٱللَّهِ يَسِيرًا,4,169,
81,12,Exercise,,,,,,,20,كَانَتْ مِن قَوْمٍ كَافِرِينَ,27,43,
81,12,Exercise,,,,,,,21,مَا كَانَ عَلَى ٱلنَّبِيِّ مِنْ حَرَجٍ,33,38,
81,12,Exercise,,,,,,,22,كَانَ لَكُمْ فِي رَسُولِ ٱللَّهِ أُسْوَةٌ حَسَنَةٌ,33,21,
81,12,Exercise,,,,,,,23,كَانَ فِي ضَلَالٍ مُّبِينٍ,43,40,
81,12,Exercise,,,,,,,24,لَمَّا سَكَتَ عَن مُّوسَى ٱلْغَضَبُ أَخَذَ ٱلْأَلْوَاحَ,7,154,
81,12,Exercise,,,,,,,25,لَمَّا فَتَحُوا مَتَاعَهُمْ وَجَدُوا بِضَاعَتَهُمْ,12,65,
81,12,Exercise,,,,,,,26,كُنَّا عَنْ هَٰذَا غَافِلِينَ,7,172,
85,13,Exercise,,,,,,,1,مَتَا تَرَكَ ٱلْوَالِدَانِ,4,33,
85,13,Exercise,,,,,,,2,قَالَ رَجُلَانِ,5,23,
85,13,Exercise,,,,,,,3,يَدَاهُ مَبْسُوطَتَانِ,5,64,
85,13,Exercise,,,,,,,4,آخَرَانِ,5,106,
85,13,Exercise,,,,,,,5,دَخَلَ مَعَهُ ٱلسِّجْنَ فَتَيَانِ,12,36,
85,13,Exercise,,,,,,,6,هَٰذَانِ سَاحِرَانِ,20,63,
85,13,Exercise,,,,,,,7,وَجَدَ فِيهَا رَجُلَيْنِ,28,15,
85,13,Exercise,,,,,,,8,ذَانِكَ بُرْهَانَانِ مِن رَّبِّكَ,28,32,
85,13,Exercise,,,,,,,9,طَائِفَتَانِ مِنَ ٱلْمُؤْمِنِينَ,49,9,
85,13,Exercise,,,,,,,10,فِيهِمَا عَيْنَانِ,55,50,
85,13,Exercise,,,,,,,11,ابْنَتَيَّ هَاتَيْنِ (genitive),28,27,
85,13,Exercise,,,,,,,12,وَجَدَ مِن دُونِهِمُ ٱمْرَأَتَيْنِ,28,23,
85,13,Exercise,,,,,,,13,بَلَغَا مَجْمَعَ بَيْنِهِمَا,18,61,
85,13,Exercise,,,,,,,14,فِيهِمَا إِثْمٌ كَبِيرٌ,2,219,
